seed,rate,policy,dataset_size,benchmark,cache0_hits,cache0_misses,cache0_writebacks,cache0_ID,cache1_hits,cache1_misses,cache1_writebacks,cache1_expired_leases,cache1_multi_expired,cache1_default_renewals,cache1_default_misses,cache1_random_evicts,cache1_ID
0,0,SHEL,medium,2mm,155021442,9,0,4,30210908,14020494,4734,0,0,0,0,0,4
0,0,SHEL,medium,3mm,229121805,13,0,4,47110015,21401885,7118,0,0,0,0,0,4
0,0,SHEL,medium,adi,279224115,14,0,4,68320409,10286303,5219248,0,0,0,0,0,4
0,0,SHEL,medium,atax,3365104,8,0,4,1109023,10693,371,0,0,0,0,0,4
0,0,SHEL,medium,bicg,2724141,5,0,4,1269547,10459,184,0,0,0,0,0,4
0,0,SHEL,medium,cholesky,107626427,10,0,4,31462710,697490,5242,0,0,0,0,0,4
0,0,SHEL,medium,correlation,84441092,16,0,4,8477476,14575731,34647,0,0,0,0,0,4
0,0,SHEL,medium,covariance,84246182,11,0,4,8382204,14574638,34641,0,0,0,0,0,4
0,0,SHEL,medium,deriche,29070094,18,0,4,3931212,1598408,777687,0,0,0,0,0,4
0,0,SHEL,medium,doitgen,74304236,8,0,4,19594733,2365271,11567,0,0,0,0,0,4
0,0,SHEL,medium,durbin,1844815,23,0,4,558661,49,0,0,0,0,0,0,4
0,0,SHEL,medium,fdtd-2d,205772725,14,0,4,64776410,2097002,898683,0,0,0,0,0,4
0,0,SHEL,medium,floyd-warshall,1884918530,5,0,4,375105279,7811238,7680777,0,0,0,0,0,4
0,0,SHEL,medium,gemm,127457413,6,0,4,41670682,657320,2853,0,0,0,0,0,4
0,0,SHEL,medium,gemver,5935249,10,0,4,1733289,188715,10161,0,0,0,0,0,4
0,0,SHEL,medium,gesummv,1066511,4,0,4,493178,7824,110,0,0,0,0,0,4
0,0,SHEL,medium,gramschmidt,144281270,14,0,4,18258368,22085632,5737174,0,0,0,0,0,4
0,0,SHEL,medium,heat-3d,322399507,14,0,4,84846501,2952601,729800,0,0,0,0,0,4
0,0,SHEL,medium,jacobi-1d,18170794,104,0,4,2627297,3,0,0,0,0,0,0,4
0,0,SHEL,medium,jacobi-2d,246464910,9,0,4,72232400,1572401,775277,0,0,0,0,0,4
0,0,SHEL,medium,lu,214459196,9,0,4,45176451,18902949,10035,0,0,0,0,0,4
0,0,SHEL,medium,ludcmp,194887572,12,0,4,25014149,18214449,13217,0,0,0,0,0,4
0,0,SHEL,medium,mvt,3207235,6,0,4,790999,169801,176,0,0,0,0,0,4
0,0,SHEL,medium,nussinov,337120064,18,0,4,45651901,17595352,8342,0,0,0,0,0,4
0,0,SHEL,medium,seidel-2d,270759711,8,0,4,63042600,1035401,995025,0,0,0,0,0,4
0,0,SHEL,medium,symm,77519117,7,0,4,19639544,9208458,4442743,0,0,0,0,0,4
0,0,SHEL,medium,syr2k,104825474,6,0,4,23764255,10997587,176362,0,0,0,0,0,4
0,0,SHEL,medium,syrk,70025237,4,0,4,18123506,5070336,8832,0,0,0,0,0,4
0,0,SHEL,medium,trisolv,804399,4,0,4,235790,5210,88,0,0,0,0,0,4
0,0,SHEL,medium,trmm,48382473,6,0,4,6159087,8264914,3055,0,0,0,0,0,4
1,64,CLAM,medium,2mm,155021421,8,0,4,32788021,11443381,45133,6168582,6001755,1,1,5274799,8
1,64,CLAM,medium,3mm,229121775,10,0,4,49804584,18707316,74250,9982026,8781846,0,0,8725290,8
1,64,CLAM,medium,adi,279220724,15,0,4,69644165,8961847,5226904,5882710,3583316,11,3,3079137,8
1,64,CLAM,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
1,64,CLAM,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,8,0,0,8
1,64,CLAM,medium,cholesky,107626427,10,0,4,31477643,682557,5274,677596,351456,1,0,4961,8
1,64,CLAM,medium,correlation,84441047,17,0,4,11616477,11436730,40701,10681452,2504014,7,5,755278,8
1,64,CLAM,medium,covariance,84246150,10,0,4,11571765,11385077,40161,10678519,2708757,1,1,706558,8
1,64,CLAM,medium,deriche,29070024,18,0,4,3931607,1598009,777594,1119982,906942,14,7,478027,8
1,64,CLAM,medium,doitgen,74304237,7,0,4,21601998,358006,9807,295096,123041,3,1,62910,8
1,64,CLAM,medium,durbin,1844816,22,0,4,558661,49,0,0,0,20,1,0,8
1,64,CLAM,medium,fdtd-2d,205704127,8,0,4,64730553,2078049,898533,2046249,1472492,1,0,31800,8
1,64,CLAM,medium,floyd-warshall,1884914389,4,0,4,375126143,7786232,7660926,7766684,7749695,0,0,19548,8
1,64,CLAM,medium,gemm,127457413,6,0,4,41682047,645955,3145,643624,453700,1,1,2331,8
1,64,CLAM,medium,gemver,5935614,10,0,4,1728899,193103,11408,26849,26473,2,2,166254,8
1,64,CLAM,medium,gesummv,1066511,4,0,4,493245,7757,52,7757,7757,1,0,0,8
1,64,CLAM,medium,gramschmidt,144281270,14,0,4,21507089,18836911,5800800,15111609,12571991,0,0,3725302,8
1,64,CLAM,medium,heat-3d,322407516,13,0,4,86166186,2221816,731098,2044518,1136362,1,0,177298,8
1,64,CLAM,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,101,0,0,8
1,64,CLAM,medium,jacobi-2d,246462710,9,0,4,72256311,1548490,775365,1534885,1147132,0,0,13605,8
1,64,CLAM,medium,lu,214449590,7,0,4,48295175,15784225,61454,9193388,9130961,0,0,6590837,8
1,64,CLAM,medium,ludcmp,194877950,14,0,4,27280236,15947564,34350,9397756,9337358,5,3,6549808,8
1,64,CLAM,medium,mvt,3207215,4,0,4,800361,160439,709,87433,10577,0,0,73006,8
1,64,CLAM,medium,nussinov,337120268,18,0,4,48860066,14387187,25207,12213808,6235843,1,0,2173379,8
1,64,CLAM,medium,seidel-2d,270759711,8,0,4,63085358,992643,989988,992512,905505,0,0,131,8
1,64,CLAM,medium,symm,77519117,7,0,4,22485760,6362242,1573022,5397509,2167627,1,0,964733,8
1,64,CLAM,medium,syr2k,104825474,6,0,4,26448657,8313185,85141,7330521,3123422,1,0,982664,8
1,64,CLAM,medium,syrk,70025237,4,0,4,20659567,2534275,77967,1644180,633452,1,0,890095,8
1,64,CLAM,medium,trisolv,804399,4,0,4,235827,5173,51,5173,5173,2,2,0,8
1,64,CLAM,medium,trmm,48382473,6,0,4,8545649,5878352,10782,4896576,1943133,0,0,981776,8
1,64,C-SHEL,medium,2mm,155021442,9,0,4,36784073,7447329,9675,6801551,3028777,1,1,645778,8
1,64,C-SHEL,medium,3mm,229121806,12,0,4,56708164,11803736,14534,10850304,5062725,0,0,953432,8
1,64,C-SHEL,medium,adi,279224115,14,0,4,69666076,8940636,5186979,8919561,8754191,208,3,21075,8
1,64,C-SHEL,medium,correlation,84441092,16,0,4,11717167,11336040,39250,10762009,3167678,7,5,574031,8
1,64,C-SHEL,medium,covariance,84246182,11,0,4,11586725,11370117,39825,10708314,2694697,1,1,661803,8
1,64,C-SHEL,medium,deriche,29070094,18,0,4,4036013,1493607,776579,1486636,1139321,18,10,6971,8
1,64,C-SHEL,medium,fdtd-2d,205772725,14,0,4,64791723,2081689,898652,2070314,1554340,208,2,11375,8
1,64,C-SHEL,medium,gemver,5935259,9,0,4,1751959,170043,10156,169903,164931,2,2,140,8
1,64,C-SHEL,medium,heat-3d,322399507,14,0,4,85704439,2094663,729922,2031981,612606,1,0,62682,8
1,64,C-SHEL,medium,jacobi-2d,246464910,9,0,4,72257809,1546992,775266,1537898,1182492,0,0,9094,8
1,64,C-SHEL,medium,lu,214459194,11,0,4,52412779,11666621,32565,8748974,3996467,0,0,2917647,8
1,64,C-SHEL,medium,ludcmp,194887570,14,0,4,31565451,11663147,24592,8731998,3953651,5,3,2931149,8
1,64,C-SHEL,medium,mvt,3207235,6,0,4,794124,166676,177,166583,155082,0,0,93,8
1,64,PRL,medium,2mm,155021421,8,0,4,33473649,10757753,6697,10506073,8838969,1,1,251680,8
1,64,PRL,medium,3mm,229121775,10,0,4,49243285,19268615,9060,19006463,17363068,0,0,262152,8
1,64,PRL,medium,adi,279220724,15,0,4,69712252,8893760,5240105,5968267,3798913,11,3,2925493,8
1,64,PRL,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
1,64,PRL,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,8,0,0,8
1,64,PRL,medium,cholesky,107626427,10,0,4,31475053,685147,5251,684601,616555,1,0,546,8
1,64,PRL,medium,correlation,84441047,17,0,4,11742545,11310662,38075,10862830,4339372,7,5,447832,8
1,64,PRL,medium,covariance,84246150,10,0,4,11648520,11308322,38599,10801340,3859645,1,1,506982,8
1,64,PRL,medium,deriche,29070024,18,0,4,3957135,1572481,777596,1488897,913724,14,7,83584,8
1,64,PRL,medium,doitgen,74304237,7,0,4,21601998,358006,9807,295096,123041,3,1,62910,8
1,64,PRL,medium,durbin,1844816,22,0,4,558661,49,0,0,0,20,1,0,8
1,64,PRL,medium,fdtd-2d,205704127,8,0,4,64730812,2077790,898529,2048611,1505491,1,0,29179,8
1,64,PRL,medium,floyd-warshall,1884904408,4,0,4,375119889,7782505,7655088,7775023,7750626,0,0,7482,8
1,64,PRL,medium,gemm,127457413,6,0,4,41682405,645597,2944,644714,565122,1,1,883,8
1,64,PRL,medium,gemver,5935614,10,0,4,1765326,156676,10381,124206,22522,2,2,32470,8
1,64,PRL,medium,gesummv,1066511,4,0,4,493245,7757,52,7757,7757,1,0,0,8
1,64,PRL,medium,gramschmidt,144281270,14,0,4,21530156,18813844,5800200,15217071,12667650,0,0,3596773,8
1,64,PRL,medium,heat-3d,322407516,13,0,4,86189966,2198036,730667,2074294,1167539,1,0,123742,8
1,64,PRL,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,101,0,0,8
1,64,PRL,medium,jacobi-2d,246462710,9,0,4,72256263,1548538,775340,1534859,1145360,0,0,13679,8
1,64,PRL,medium,lu,214449590,7,0,4,47799614,16279786,18879,15120610,12838475,0,0,1159176,8
1,64,PRL,medium,ludcmp,194877950,14,0,4,26932170,16295630,16071,15197096,12936422,5,3,1098534,8
1,64,PRL,medium,mvt,3207215,4,0,4,825937,134863,198,132081,81865,0,0,2782,8
1,64,PRL,medium,nussinov,337120268,18,0,4,48431684,14815569,13768,14129665,10278991,1,0,685904,8
1,64,PRL,medium,seidel-2d,270759711,8,0,4,63085461,992540,989947,992540,992540,0,0,0,8
1,64,PRL,medium,symm,77519117,7,0,4,22506226,6341776,1653603,6278599,5258907,1,0,63177,8
1,64,PRL,medium,syr2k,104825474,6,0,4,26281121,8480721,8590,8422851,7477173,1,0,57870,8
1,64,PRL,medium,syrk,70025237,4,0,4,20416658,2777184,6161,2740933,2440532,1,0,36251,8
1,64,PRL,medium,trisolv,804399,4,0,4,235827,5173,51,5173,5173,2,2,0,8
1,64,PRL,medium,trmm,48382473,6,0,4,8540399,5883602,3535,5827611,4924619,0,0,55991,8
1,64,SHEL,medium,2mm,155021442,9,0,4,36784073,7447329,9675,6801551,3028777,1,1,645778,8
1,64,SHEL,medium,3mm,229121806,12,0,4,56709889,11802011,14305,10862147,5148014,0,0,939864,8
1,64,SHEL,medium,adi,279224115,14,0,4,70639737,7966975,5209579,7595492,5559723,208,3,371483,8
1,64,SHEL,medium,correlation,84441092,16,0,4,11708647,11344560,39097,10748885,3030050,7,5,595675,8
1,64,SHEL,medium,covariance,84246182,11,0,4,11577416,11379426,39966,10696628,2568369,1,1,682798,8
1,64,SHEL,medium,deriche,29070094,18,0,4,4036179,1493441,777557,1480748,913393,18,10,12693,8
1,64,SHEL,medium,fdtd-2d,205772725,14,0,4,64805629,2067783,898613,2062699,1461218,208,2,5084,8
1,64,SHEL,medium,gemver,5935259,9,0,4,1775957,146045,10247,140195,55772,2,2,5850,8
1,64,SHEL,medium,heat-3d,322399507,14,0,4,85704357,2094745,729931,2030636,588824,1,0,64109,8
1,64,SHEL,medium,jacobi-2d,246464910,9,0,4,72263073,1541728,775240,1536460,999930,0,0,5268,8
1,64,SHEL,medium,lu,214459194,11,0,4,52408869,11670531,32858,8749397,3997759,0,0,2921134,8
1,64,SHEL,medium,ludcmp,194887570,14,0,4,31571524,11657074,24456,8744348,3975123,5,3,2912726,8
1,64,SHEL,medium,mvt,3207235,6,0,4,825918,134882,187,133020,96020,0,0,1862,8
1,128,CLAM,medium,2mm,155021421,8,0,4,32728046,11503356,45108,6228491,6061448,1,1,5274865,8
1,128,CLAM,medium,3mm,229121775,10,0,4,49706066,18805834,76661,9814805,8779492,0,0,8991029,8
1,128,CLAM,medium,adi,279220724,15,0,4,69678546,8927466,5234314,5921015,3762348,8,4,3006451,8
1,128,CLAM,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
1,128,CLAM,medium,bicg,2724142,4,0,4,1269958,10048,105,10048,10048,7,0,0,8
1,128,CLAM,medium,cholesky,107626427,10,0,4,31477410,682790,5274,678970,393048,400,398,3820,8
1,128,CLAM,medium,correlation,84441047,17,0,4,11609734,11443473,40636,10669892,2432433,246,244,773581,8
1,128,CLAM,medium,covariance,84246150,10,0,4,11571765,11385077,40161,10678519,2708757,1,1,706558,8
1,128,CLAM,medium,deriche,29070024,18,0,4,3931600,1598016,777598,1117283,906955,13,7,480733,8
1,128,CLAM,medium,doitgen,74304237,7,0,4,21603450,356554,9803,296180,127817,3,1,60374,8
1,128,CLAM,medium,durbin,1844816,22,0,4,558661,49,0,0,0,418,1,0,8
1,128,CLAM,medium,fdtd-2d,205704127,8,0,4,64730638,2077964,898533,2047390,1479042,1,0,30574,8
1,128,CLAM,medium,floyd-warshall,1884901668,4,0,4,375125679,7773975,7649689,7758223,4696897,0,0,15752,8
1,128,CLAM,medium,gemm,127457413,6,0,4,41681513,646489,3308,642454,317798,1,1,4035,8
1,128,CLAM,medium,gemver,5935614,10,0,4,1725250,196752,11423,30466,30078,2,2,166286,8
1,128,CLAM,medium,gesummv,1066511,4,0,4,493246,7756,51,7756,7756,1,0,0,8
1,128,CLAM,medium,gramschmidt,144281270,14,0,4,21512650,18831350,5800500,15126614,12586491,0,0,3704736,8
1,128,CLAM,medium,heat-3d,322407516,13,0,4,86135104,2252898,731364,2029136,1136677,1,0,223762,8
1,128,CLAM,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,103,1,0,8
1,128,CLAM,medium,jacobi-2d,246462710,9,0,4,72256311,1548490,775365,1534885,1147132,0,0,13605,8
1,128,CLAM,medium,lu,214449590,7,0,4,48090114,15989286,60765,9400600,9338845,0,0,6588686,8
1,128,CLAM,medium,ludcmp,194877950,14,0,4,27399107,15828693,34056,9280842,9219054,5,3,6547851,8
1,128,CLAM,medium,mvt,3207215,4,0,4,799735,161065,756,85689,10404,0,0,75376,8
1,128,CLAM,medium,nussinov,337120268,18,0,4,48861259,14385994,25480,12176125,6190413,1,0,2209869,8
1,128,CLAM,medium,seidel-2d,270759711,8,0,4,63083860,994141,988346,991682,557177,0,0,2459,8
1,128,CLAM,medium,symm,77519117,7,0,4,22490970,6357032,1569664,5417953,2207915,1,0,939079,8
1,128,CLAM,medium,syr2k,104825474,6,0,4,26425158,8336684,80603,7421191,3187561,1,0,915493,8
1,128,CLAM,medium,syrk,70025237,4,0,4,20654964,2538878,81019,1605315,599543,1,0,933563,8
1,128,CLAM,medium,trisolv,804399,4,0,4,235812,5188,51,5188,5188,2,2,0,8
1,128,CLAM,medium,trmm,48382473,6,0,4,8545367,5878634,10845,4887810,1891359,0,0,990824,8
1,128,C-SHEL,medium,2mm,155021442,9,0,4,36788928,7442474,9672,6813251,3083114,1,1,629223,8
1,128,C-SHEL,medium,3mm,229121806,12,0,4,56681728,11830172,15302,10790220,4763176,0,0,1039952,8
1,128,C-SHEL,medium,adi,279224115,14,0,4,69604235,9002477,5158501,8980968,8887954,308,102,21509,8
1,128,C-SHEL,medium,correlation,84441092,16,0,4,11708876,11344331,39193,10748686,3031113,7,5,595645,8
1,128,C-SHEL,medium,covariance,84246182,11,0,4,11594056,11362786,39606,10720633,2782947,1,1,642153,8
1,128,C-SHEL,medium,deriche,29070094,18,0,4,4024062,1505558,737820,1499899,1208282,17,10,5659,8
1,128,C-SHEL,medium,fdtd-2d,205772725,14,0,4,64797969,2075443,898617,2064055,1753052,108,2,11388,8
1,128,C-SHEL,medium,gemver,5935259,9,0,4,1758708,163294,10176,163128,158118,2,2,166,8
1,128,C-SHEL,medium,heat-3d,322399507,14,0,4,85707984,2091118,729910,2033154,594187,1,0,57964,8
1,128,C-SHEL,medium,jacobi-2d,246464910,9,0,4,72256247,1548554,775355,1534802,1144989,0,0,13752,8
1,128,C-SHEL,medium,lu,214459194,11,0,4,52415459,11663941,32472,8761489,4014873,0,0,2902452,8
1,128,C-SHEL,medium,ludcmp,194887570,14,0,4,31567917,11660681,24812,8733336,3961287,5,3,2927345,8
1,128,C-SHEL,medium,mvt,3207235,6,0,4,795197,165603,178,165386,156614,0,0,217,8
1,128,PRL,medium,2mm,155021421,8,0,4,33481269,10750133,6383,10541253,9056911,1,1,208880,8
1,128,PRL,medium,3mm,229121775,10,0,4,49231502,19280398,9339,18985821,17231426,0,0,294577,8
1,128,PRL,medium,adi,279220724,15,0,4,69745316,8860696,5238583,6037613,3810060,8,4,2823083,8
1,128,PRL,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
1,128,PRL,medium,bicg,2724142,4,0,4,1269958,10048,105,10048,10048,7,0,0,8
1,128,PRL,medium,cholesky,107626427,10,0,4,31474906,685294,5248,684869,626660,400,398,425,8
1,128,PRL,medium,correlation,84441047,17,0,4,11749056,11304151,37874,10876356,4519767,246,244,427795,8
1,128,PRL,medium,covariance,84246150,10,0,4,11665249,11291593,38281,10827717,4173492,1,1,463876,8
1,128,PRL,medium,deriche,29070024,18,0,4,3957135,1572481,777596,1488897,913724,13,7,83584,8
1,128,PRL,medium,doitgen,74304237,7,0,4,21609133,350871,9351,301089,146095,3,1,49782,8
1,128,PRL,medium,durbin,1844816,22,0,4,558661,49,0,0,0,418,1,0,8
1,128,PRL,medium,fdtd-2d,205704127,8,0,4,64731119,2077483,898534,2049847,1534110,1,0,27636,8
1,128,PRL,medium,floyd-warshall,1884893864,4,0,4,375120805,7771045,7642573,7763902,5684777,0,0,7143,8
1,128,PRL,medium,gemm,127457413,6,0,4,41682384,645618,2978,644700,565269,1,1,918,8
1,128,PRL,medium,gemver,5935614,10,0,4,1766224,155778,10349,125311,22635,2,2,30467,8
1,128,PRL,medium,gesummv,1066511,4,0,4,493246,7756,51,7756,7756,1,0,0,8
1,128,PRL,medium,gramschmidt,144281270,14,0,4,21552333,18791667,5800039,15296593,12742882,0,0,3495074,8
1,128,PRL,medium,heat-3d,322407516,13,0,4,86149630,2238372,731167,2049347,1146314,1,0,189025,8
1,128,PRL,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,103,1,0,8
1,128,PRL,medium,jacobi-2d,246462710,9,0,4,72256198,1548603,775347,1534803,1139454,0,0,13800,8
1,128,PRL,medium,lu,214449590,7,0,4,47788368,16291032,17412,15326562,13132061,0,0,964470,8
1,128,PRL,medium,ludcmp,194877950,14,0,4,26929298,16298502,16025,15180089,12902688,5,3,1118413,8
1,128,PRL,medium,mvt,3207215,4,0,4,825700,135100,212,131564,72439,0,0,3536,8
1,128,PRL,medium,nussinov,337120268,18,0,4,48411007,14836246,13737,14140106,10187151,1,0,696140,8
1,128,PRL,medium,seidel-2d,270759711,8,0,4,63085266,992735,987875,992713,975491,0,0,22,8
1,128,PRL,medium,symm,77519117,7,0,4,22490724,6357278,1673316,6311038,5473749,1,0,46240,8
1,128,PRL,medium,syr2k,104825474,6,0,4,26233969,8527873,7790,8476319,7476921,1,0,51554,8
1,128,PRL,medium,syrk,70025237,4,0,4,20467838,2726004,8606,2669133,2268712,1,0,56871,8
1,128,PRL,medium,trisolv,804399,4,0,4,235812,5188,51,5188,5188,2,2,0,8
1,128,PRL,medium,trmm,48382473,6,0,4,8518367,5905634,3498,5855106,4994542,0,0,50528,8
1,128,SHEL,medium,2mm,155021442,9,0,4,36788928,7442474,9672,6813251,3083114,1,1,629223,8
1,128,SHEL,medium,3mm,229121806,12,0,4,56691739,11820161,15085,10812306,4878129,0,0,1007855,8
1,128,SHEL,medium,adi,279224115,14,0,4,70638915,7967797,5209736,7594246,5551604,308,102,373551,8
1,128,SHEL,medium,correlation,84441092,16,0,4,11701166,11352041,39385,10735442,2892637,7,5,616599,8
1,128,SHEL,medium,covariance,84246182,11,0,4,11577210,11379632,40006,10696133,2582156,1,1,683499,8
1,128,SHEL,medium,deriche,29070094,18,0,4,4036841,1492779,725184,1483191,992816,17,10,9588,8
1,128,SHEL,medium,fdtd-2d,205772725,14,0,4,64805420,2067992,898718,2062914,1418351,108,2,5078,8
1,128,SHEL,medium,gemver,5935259,9,0,4,1776736,145266,10215,142182,85770,2,2,3084,8
1,128,SHEL,medium,heat-3d,322399507,14,0,4,85707853,2091249,729919,2032762,571509,1,0,58487,8
1,128,SHEL,medium,jacobi-2d,246464910,9,0,4,72263073,1541728,775240,1536460,999930,0,0,5268,8
1,128,SHEL,medium,lu,214459194,11,0,4,52420624,11658776,32343,8778878,4033117,0,0,2879898,8
1,128,SHEL,medium,ludcmp,194887570,14,0,4,31566450,11662148,24506,8749303,3980482,5,3,2912845,8
1,128,SHEL,medium,mvt,3207235,6,0,4,824632,136168,225,129797,43194,0,0,6371,8
1,256,CLAM,medium,2mm,155021421,8,0,4,32728046,11503356,45108,6228491,6061448,1,1,5274865,8
1,256,CLAM,medium,3mm,229121775,10,0,4,49706066,18805834,76661,9814805,8779492,0,0,8991029,8
1,256,CLAM,medium,adi,279220724,15,0,4,69661674,8944338,5231781,5902095,3600219,8,4,3042243,8
1,256,CLAM,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
1,256,CLAM,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,8,0,0,8
1,256,CLAM,medium,cholesky,107626427,10,0,4,31477166,683034,5280,679068,379126,400,393,3966,8
1,256,CLAM,medium,correlation,84441047,17,0,4,11616477,11436730,40701,10681452,2504014,246,244,755278,8
1,256,CLAM,medium,covariance,84246150,10,0,4,11555409,11401433,40491,10652895,2488088,1,1,748538,8
1,256,CLAM,medium,deriche,29070024,18,0,4,3931608,1598008,777588,1115923,906933,14,7,482085,8
1,256,CLAM,medium,doitgen,74304237,7,0,4,21601266,358738,9906,294383,120504,3,1,64355,8
1,256,CLAM,medium,durbin,1844816,22,0,4,558661,49,0,0,0,419,1,0,8
1,256,CLAM,medium,fdtd-2d,205704127,8,0,4,64730645,2077957,898540,2046843,1489327,1,0,31114,8
1,256,CLAM,medium,floyd-warshall,1884903404,4,0,4,375127217,7774173,7651345,7757387,4620855,0,0,16786,8
1,256,CLAM,medium,gemm,127457413,6,0,4,41682047,645955,3145,643624,453700,1,1,2331,8
1,256,CLAM,medium,gemver,5935614,10,0,4,1727419,194583,11403,28329,27958,802,52,166254,8
1,256,CLAM,medium,gesummv,1066511,4,0,4,493243,7759,54,7759,7759,501,16,0,8
1,256,CLAM,medium,gramschmidt,144281270,14,0,4,21501309,18842691,5800118,15086999,12550125,0,0,3755692,8
1,256,CLAM,medium,heat-3d,322407516,13,0,4,86156126,2231876,731041,2057770,1151242,1,0,174106,8
1,256,CLAM,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,499,2,0,8
1,256,CLAM,medium,jacobi-2d,246462710,9,0,4,72256311,1548490,775365,1534885,1147132,0,0,13605,8
1,256,CLAM,medium,lu,214449590,7,0,4,47849714,16229686,61374,9593278,9516692,0,0,6636408,8
1,256,CLAM,medium,ludcmp,194877950,14,0,4,27490786,15737014,34210,9189154,9126033,5,3,6547860,8
1,256,CLAM,medium,mvt,3207215,4,0,4,801759,159041,682,90868,10597,0,0,68173,8
1,256,CLAM,medium,nussinov,337120268,18,0,4,48864437,14382816,25398,12169052,6181551,1,0,2213764,8
1,256,CLAM,medium,seidel-2d,270759711,8,0,4,63083749,994252,990088,991298,476909,0,0,2954,8
1,256,CLAM,medium,symm,77519117,7,0,4,22491438,6356564,1568713,5418449,2208093,1,0,938115,8
1,256,CLAM,medium,syr2k,104825474,6,0,4,26454454,8307388,82383,7371810,3211257,1,0,935578,8
1,256,CLAM,medium,syrk,70025237,4,0,4,20648680,2545162,83959,1566636,571682,1,0,978526,8
1,256,CLAM,medium,trisolv,804399,4,0,4,235562,5438,31,5438,5438,2,2,0,8
1,256,CLAM,medium,trmm,48382473,6,0,4,8560525,5863476,10418,4926811,2020687,0,0,936665,8
1,256,C-SHEL,medium,2mm,155021442,9,0,4,36809627,7421775,9165,6853072,3286206,1,1,568703,8
1,256,C-SHEL,medium,3mm,229121806,12,0,4,56674647,11837253,15377,10767562,4656968,0,0,1069691,8
1,256,C-SHEL,medium,adi,279224115,14,0,4,69492079,9114633,5182817,9095526,8935815,608,321,19107,8
1,256,C-SHEL,medium,correlation,84441092,16,0,4,11702835,11350372,39345,10736993,3012775,246,244,613379,8
1,256,C-SHEL,medium,covariance,84246182,11,0,4,11585468,11371374,39837,10707262,2689365,1,1,664112,8
1,256,C-SHEL,medium,deriche,29070094,18,0,4,4037026,1492594,777505,1482968,1017367,18,10,9626,8
1,256,C-SHEL,medium,fdtd-2d,205772725,14,0,4,64788242,2085170,898659,2069985,1496081,508,102,15185,8
1,256,C-SHEL,medium,gemver,5935259,9,0,4,1758945,163057,10177,162850,157090,402,26,207,8
1,256,C-SHEL,medium,heat-3d,322399507,14,0,4,85709101,2090001,729899,2042129,799404,1,0,47872,8
1,256,C-SHEL,medium,jacobi-2d,246464910,9,0,4,72256525,1548276,775340,1535519,1159178,0,0,12757,8
1,256,C-SHEL,medium,lu,214459194,11,0,4,52416222,11663178,32765,8732842,3981251,0,0,2930336,8
1,256,C-SHEL,medium,ludcmp,194887570,14,0,4,31566277,11662321,24737,8730301,3954691,1202,447,2932020,8
1,256,C-SHEL,medium,mvt,3207235,6,0,4,792911,167889,174,167799,155602,0,0,90,8
1,256,PRL,medium,2mm,155021421,8,0,4,33475798,10755604,6539,10518431,8918402,1,1,237173,8
1,256,PRL,medium,3mm,229121775,10,0,4,49219271,19292629,9686,18959598,17109451,0,0,333031,8
1,256,PRL,medium,adi,279220724,15,0,4,69733811,8872201,5239213,6013224,3801383,8,4,2858977,8
1,256,PRL,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
1,256,PRL,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,8,0,0,8
1,256,PRL,medium,cholesky,107626427,10,0,4,31475777,684423,5248,682951,527801,400,398,1472,8
1,256,PRL,medium,correlation,84441047,17,0,4,11715625,11337582,39237,10756661,3674361,246,244,580921,8
1,256,PRL,medium,covariance,84246150,10,0,4,11676683,11280159,37990,10851938,4517640,1,1,428221,8
1,256,PRL,medium,deriche,29070024,18,0,4,3957136,1572480,777591,1488896,913723,14,7,83584,8
1,256,PRL,medium,doitgen,74304237,7,0,4,21617396,342608,8821,308523,179433,3,1,34085,8
1,256,PRL,medium,durbin,1844816,22,0,4,558661,49,0,0,0,419,1,0,8
1,256,PRL,medium,fdtd-2d,205704127,8,0,4,64731210,2077392,898536,2050484,1551062,1,0,26908,8
1,256,PRL,medium,floyd-warshall,1884897232,4,0,4,375122963,7772255,7645589,7761455,5211351,0,0,10800,8
1,256,PRL,medium,gemm,127457413,6,0,4,41682047,645955,3145,643624,453700,1,1,2331,8
1,256,PRL,medium,gemver,5935614,10,0,4,1768114,153888,10329,128365,23745,802,52,25523,8
1,256,PRL,medium,gesummv,1066511,4,0,4,493243,7759,54,7759,7759,501,16,0,8
